YTID;start_seconds;end_seconds;positive_labels;labels;Gunshot
-YATTKBtmRA;190000;200000;/m/01s0ps,/m/05148p4,/m/05r5c;"Electric piano;Keyboard (musical);Piano";False
-YGmAv-5bYk;30000;40000;/m/01sm1g,/m/0l14md;"Wood block;Percussion";False
-YX2e66b5HA;10000;20000;/m/04rlf,/m/04wptg;"Music;Wedding music";False
-YZRsLrmqEA;0;10000;/m/07pzfmf;Crackle;False
-Ypg2o4TqXM;30000;40000;/m/07r4wb8;Knock;False
-YxGyNHMasQ;240000;250000;/m/0130jx,/m/02jz0l,/m/0838f;"Sink (filling or washing);Water tap, faucet;Water";False
-ZHpNr_KRXU;30000;40000;/m/02w4v,/m/04rlf;"Folk music;Music";False
-Ze_xQhxKRo;30000;40000;/m/0j2kx;Waterfall;False
-ZjxFZOaY50;30000;40000;/m/025rv6n,/m/07qwf61,/m/0dbvp;"Fowl;Honk;Goose";False
-_6RxZyi30Q;70000;80000;/m/015lz1,/m/04rlf,/m/0g293,/t/dd00126;"Singing;Music;Music of Latin America;Inside, large room or hall";False
-_Hpy806bks;180000;190000;/m/023pjk,/m/04brg2;"Cutlery, silverware;Dishes, pots, and pans";False
-_OzT7Xyvok;30000;40000;/m/0155w,/m/0326g,/m/04rlf,/m/05rwpb,/m/06j6l;"Blues;Flamenco;Music;Independent music;Rhythm and blues";False
-_dElQcyJnA;30000;40000;/m/012n7d,/m/03j1ly,/m/03kmc9,/m/04qvtq;"Ambulance (siren);Emergency vehicle;Siren;Police car (siren)";False
-a6J2OMtfZc;30000;40000;/m/015lz1,/m/04rlf,/m/0ln16,/m/0xzly;"Singing;Music;Salsa music;Maraca";False
-aC8TJIZrtE;20000;30000;/m/015p6,/m/020bb7,/m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t;"Bird;Bird vocalization, bird call, bird song;Fowl;Crowing, cock-a-doodle-doo;Cluck;Chicken, rooster";False
-b1l5v-fpNs;30000;40000;/m/07pqn27,/m/09x0r;"Bouncing;Speech";False
-b6pKB99TKg;0;10000;/m/07qyrcz,/m/09x0r;"Plop;Speech";False
-b_10b-orX4;50000;60000;/m/02_41;Fire;False
-blH_CYo09w;30000;40000;/m/04rlf,/m/07pbtc8;"Music;Walk, footsteps";False
-buXkpFmCWY;210000;220000;/m/0mbct;Gong;False
-bxDQSLTdEs;30000;40000;/m/07qwyj0;Rustle;False
-cLzki-B06o;30000;40000;/m/04rlf,/m/0gywn;"Music;Soul music";False
-cQ-jUTEgck;30000;40000;/m/02p0sh1,/m/04rlf;"Traditional music;Music";False
-cQV8iXK3pQ;0;10000;/m/032s66,/m/0_1c;"Gunshot, gunfire;Artillery fire";True
-cUFMQCB2dA;270000;280000;/m/0239kh;Cowbell;False
-cVFtuOI5uo;23000;33000;/m/04rlf,/m/07p6mqd,/m/09x0r;"Music;Slosh;Speech";False
-cWrzrfVdMQ;250000;260000;/m/032s66,/m/073cg4;"Gunshot, gunfire;Cap gun";True
-d6ytV5GfH4;30000;40000;/m/07yv9,/m/09ct_;"Vehicle;Helicopter";False
-d7CDTWso5c;120000;130000;/m/027m70_;Jingle bell;False
-dEOa2GkXHw;30000;40000;/m/09x0r,/m/0chx_;"Speech;White noise";False
-dUX-8UM_jo;30000;40000;/m/01z7dr,/m/04rlf,/m/0l14gg;"Video game music;Music;Soundtrack music";False
-dYTGqyVFNM;260000;270000;/m/07plct2;Crushing;False
-dfDSA5oB60;220000;230000;/m/015jpf,/m/0c1dj;"Dial tone;Sound effect";False
-e2cBx-fZ7g;270000;280000;/m/02mscn,/m/04rlf;"Christian music;Music";False
-eEhWLICanU;160000;170000;/m/04rlf,/m/09x0r,/m/0b_fwt;"Music;Speech;Electronic tuner";False
-efgThyiXWI;25000;35000;/m/01yrx,/m/04rlf,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk;"Cat;Music;Domestic animals, pets;Caterwaul;Speech;Animal";False
-ehX__RTqF8;30000;40000;/m/04rlf,/m/06h7j;"Music;Run";False
-elf_5HUVuc;30000;40000;/m/04rlf,/m/05rwpb,/m/064t9,/m/06j6l;"Music;Independent music;Pop music;Rhythm and blues";False
-f6exYXS1Gk;110000;120000;/m/07qjznt;Tick;False
-fEwlyG05Co;290000;300000;/m/025wky1,/m/09x0r;"Air conditioning;Speech";False
-fIQkUYrSz4;0;10000;/m/07pxg6y;Eruption;False
-fJlX1mKiv0;30000;40000;/m/04rlf,/m/07qn4z3;"Music;Rattle";False
-fOCJllN4iE;0;10000;/m/07ryjzk;Slap, smack;False
-fURq3jhY1Y;0;10000;/m/0dl9sf8;Throat clearing;False
-fhW5GMgcI4;12000;22000;/m/07sx8x_;Squawk;False
-fnhkx-XXeI;340000;350000;/m/068zj,/m/09x0r,/m/0ch8v,/m/0jbk;"Pig;Speech;Livestock, farm animals, working animals;Animal";False
-fwDsIyHHb8;140000;150000;/m/02g901,/m/02jz0l,/m/09x0r;"Electric shaver, electric razor;Water tap, faucet;Speech";False
-fwZGpmJNhw;40000;50000;/m/019jd,/m/034srq,/m/03m9d0z,/m/05kq4,/m/06q74,/t/dd00092;"Boat, Water vehicle;Waves, surf;Wind;Ocean;Ship;Wind noise (microphone)";False
-fxh7jAJR8U;70000;80000;/m/028sqc,/m/04rlf;"Music of Asia;Music";False
-g-xW4azY7Q;30000;40000;/m/04rlf,/m/06j64v,/m/0l14gg;"Music;Middle Eastern music;Soundtrack music";False
-g50tCLEsVM;40000;50000;/m/078jl,/m/07rjwbb;"Snake;Hiss";False
-g6_Qzkrmug;30000;40000;/m/07pxg6y,/m/07yv9,/m/09x0r;"Eruption;Vehicle;Speech";False
-gKNRXbpAKs;30000;40000;/m/012n7d,/m/03j1ly,/m/03kmc9,/m/0dgbq;"Ambulance (siren);Emergency vehicle;Siren;Civil defense siren";False
-gQg8z0ylFU;20000;30000;/m/078jl,/m/07rjwbb;"Snake;Hiss";False
-gStrDahsjU;20000;30000;/m/03wwcy,/m/04rlf,/m/09x0r,/t/dd00126;"Doorbell;Music;Speech;Inside, large room or hall";False
-gSxU1ceCLY;30000;40000;/m/01s0vc,/m/09x0r;"Zipper (clothing);Speech";False
-gWZyuEchB8;30000;40000;/m/024dl;Cash register;False
-gcEf-olt7A;30000;40000;/m/04rlf,/m/07qv4k0;"Music;Scrape";False
-gfBxHm8lhg;90000;100000;/m/0838f,/m/09x0r,/t/dd00065;"Water;Speech;Light engine (high frequency)";False
-gie2dhqP2c;440000;450000;/m/01d3sd,/m/09x0r,/m/0lyf6;"Snoring;Speech;Breathing";False
-giyfFI9pko;90000;100000;/m/0164x2;Music of Africa;False
-gkrE5zQ8EY;150000;160000;/m/07phxs1,/m/07rv4dm;"Ding;Clang";False
-gxkMOB4q2g;60000;70000;/m/04rlf,/m/06j6l,/m/07p78v5;"Music;Rhythm and blues;Zing";False
-hDuDDv0lbQ;30000;40000;/m/04rlf,/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/0bt9lr,/m/0jbk;"Music;Domestic animals, pets;Howl;Yip;Dog;Animal";False
-hKi6_xqPPI;40000;50000;/m/04rlf,/t/dd00006;"Music;Synthetic singing";False
-hMwszM13PI;130000;140000;/m/07qcx4z,/m/09x0r,/t/dd00125;"Tearing;Speech;Inside, small room";False
-hsT6SyyhsM;18000;28000;/m/01v_m0,/m/0hdsk;"Sine wave;Chirp tone";False
-i-9C48tduw;500000;510000;/m/06mb1,/m/07r10fb,/m/0jb2l,/m/0ngt1;"Rain;Raindrop;Thunderstorm;Thunder";False
-iEvwLCjYXE;50000;60000;/m/025wky1,/m/09x0r,/t/dd00125;"Air conditioning;Speech;Inside, small room";False
-ihTfc5Kx8s;17000;27000;/m/07ptzwd;Pump (liquid);False
-iuUYyMOrjU;30000;40000;/m/04rlf,/m/07pws3f;"Music;Bang";False
-j3aoa1bEyA;9000;19000;/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk;"Cat;Domestic animals, pets;Caterwaul;Animal";False
-jBWkHhQNew;30000;40000;/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00130;"Engine;Idling;Accelerating, revving, vroom;Vehicle;Car;Medium engine (mid frequency);Engine starting";False
-jMyzNbR7WM;10000;20000;/t/dd00134;Car passing by;False
-jNIaWOWUFI;30000;40000;/m/07qjznt,/m/09x0r;"Tick;Speech";False
-jpbCWcz2pk;30000;40000;/m/04rlf,/m/0l14gg,/t/dd00031;"Music;Soundtrack music;Happy music";False
-juN6TgEkb0;30000;40000;/m/04rlf,/m/07pkxdp;"Music;Lullaby";False
-k009MXpfdo;10000;20000;/m/04fgwm;Electric toothbrush;False
-k0CHx34n0Q;30000;40000;/m/07pc8lb;Breaking;False
-kBZeTTEOGc;90000;100000;/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv;"Bird;Bird vocalization, bird call, bird song;Coo;Pigeon, dove";False
-kRxowDMwdQ;80000;90000;/m/01h82_,/m/02mk9,/m/04_sv,/m/07yv9;"Engine knocking;Engine;Motorcycle;Vehicle";False
-kkTpMU4QS8;30000;40000;/m/07bjf,/m/09x0r;"Single-lens reflex camera;Speech";False
-kt1BF31gIY;0;5000;/m/01yrx,/m/02yds9,/m/0jbk;"Cat;Purr;Animal";False
-kyuX8l4VWY;30000;40000;/m/03qtwd,/t/dd00135;"Crowd;Children shouting";False
-lBsO-dj_A4;50000;60000;/m/05zc1,/t/dd00077;"Pulleys;Mechanisms";False
-lFwchGSkes;30000;40000;/m/01z7dr,/m/04rlf;"Video game music;Music";False
-lK6DOYxQ6s;30000;40000;/m/04rlf,/t/dd00006;"Music;Synthetic singing";False
-lUCohWH9xg;29000;39000;/m/04rlf,/m/07r4wb8,/m/09x0r;"Music;Knock;Speech";False
-lYg4hm25hU;30000;40000;/m/04rlf,/m/07q4ntr,/m/07rwj3x,/m/09x0r;"Music;Bellow;Whoop;Speech";False
-lpK9Knsvz4;170000;180000;/m/03cl9h,/m/04rlf,/t/dd00125;"Ice cream truck, ice cream van;Music;Inside, small room";False
-lw0uLmWjlE;240000;250000;/m/09x0r,/m/0ytgt,/t/dd00013;"Speech;Child speech, kid speaking;Children playing";False
-m1eF1B0Qlk;50000;60000;/m/02rr_,/m/0342h,/m/04rlf,/m/07m2kt,/m/0g12c5;"Effects unit;Guitar;Music;Chorus effect;Distortion";False
-m5ZlWziIeA;200000;210000;/m/01hgjl,/m/02lkt,/m/03mb9,/m/04rlf;"Scratching (performance technique);Electronic music;House music;Music";False
-mA_bqD1tgU;30000;40000;/m/04rlf,/t/dd00031;"Music;Happy music";False
-mB_XLq6g1g;30000;40000;/m/01kcd,/m/07gql;"Brass instrument;Trumpet";False
-mCvRi0gVE8;30000;40000;/m/04rlf,/m/07pws3f;"Music;Bang";False
-mFneOHpwak;270000;280000;/m/04rlf,/m/07rwj3x;"Music;Whoop";False
-mNbbwgUZtQ;140000;150000;/m/02mk9,/m/03p19w,/m/09x0r,/t/dd00128;"Engine;Jackhammer;Speech;Outside, urban or manmade";False
-mOSWOiFpgY;490000;500000;/m/04rlf,/m/05fw6t,/m/07rrh0c;"Music;Music for children;Thunk";False
-mQR-O53mFE;100000;110000;/m/03qtwd,/m/053hz1,/t/dd00135;"Crowd;Cheering;Children shouting";False
-mRz2kEp0ho;30000;40000;/m/04rlf,/m/0dls3;"Music;Grunge";False
-mlRMOia7DU;70000;80000;/m/07bjf,/m/09x0r,/m/0dv5r;"Single-lens reflex camera;Speech;Camera";False
-nf_tbb2ixE;60000;70000;/m/02c8p,/m/07cx4,/m/09x0r;"Telephone dialing, DTMF;Telephone;Speech";False
-o0ZtQIkM60;30000;40000;/m/04rlf,/t/dd00037;"Music;Scary music";False
-o31A9GCAlc;220000;230000;/m/04rlf,/m/0l14qv;"Music;Synthesizer";False
-oGhPs2S17Q;30000;40000;/m/04rlf,/m/07pws3f;"Music;Bang";False
-oP-XX28B0s;30000;40000;/m/04rlf,/m/0gywn;"Music;Soul music";False
-oSZw8b-vgU;30000;40000;/m/07r660_,/m/09x0r;"Giggle;Speech";False
-oSw8wNpLcY;60000;70000;/m/030rvx,/m/03kmc9;"Buzzer;Siren";False
-oYYvzarYDs;70000;80000;/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv;"Skidding;Vehicle;Tire squeal;Car;Race car, auto racing";False
-ockHs8mYQo;12000;22000;/m/07p6mqd,/m/09x0r;"Slosh;Speech";False
-ojOx7vd_yU;540000;550000;/m/0199g,/m/07yv9;"Bicycle;Vehicle";False
-orugG3hBr4;0;10000;/m/04rlf,/m/07pws3f;"Music;Bang";False
-oxF9jhY94s;1000;11000;/m/01yrx,/m/068hy,/m/07r81j2;"Cat;Domestic animals, pets;Caterwaul";False
-oxqoh8EgGw;30000;40000;/m/01hsr_,/m/04rlf,/m/09x0r;"Sneeze;Music;Speech";False
-p1M8lMslEg;20000;30000;/m/09x0r,/t/dd00065;"Speech;Light engine (high frequency)";False
-pBquWuzRwE;30000;40000;/m/02mk9,/m/07pb8fc,/t/dd00130;"Engine;Idling;Engine starting";False
-pZ1yJYSrhc;30000;40000;/m/04rlf,/m/06bz3;"Music;Radio";False
-peDsjbcA-0;40000;50000;/m/02p3nc,/m/09x0r;"Hiccup;Speech";False
-pjK2u3Qtxc;230000;240000;/m/028v0c,/m/09x0r,/t/dd00129;"Silence;Speech;Outside, rural or natural";False
-pnursBn7wk;240000;250000;/m/02g901,/m/04rlf,/m/09x0r;"Electric shaver, electric razor;Music;Speech";False
-pzwalZ0ub0;5000;15000;/m/02rhddq,/m/09x0r;"Reversing beeps;Speech";False
-q00WwEUOCs;190000;200000;/m/04rlf,/m/07s8j8t;"Music;Roll";False
-q1pzc3VMrg;60000;70000;/m/09x0r,/t/dd00112;"Speech;Crumpling, crinkling";False
-qGd1JwYLbQ;30000;40000;/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/07rc7d9,/m/0bt9lr,/m/0jbk;"Domestic animals, pets;Howl;Yip;Bow-wow;Dog;Animal";False
-qJ-NY6wY3s;30000;40000;/m/0bt9lr,/m/0ghcn6,/m/0jbk;"Dog;Growling;Animal";False
-qdu3Aw0aNU;110000;120000;/m/015jpf,/m/09x0r;"Dial tone;Speech";False
-qokdAl50qg;90000;100000;/m/01h3n,/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp;"Bee, wasp, etc.;Insect;Mosquito;Cricket;Fly, housefly";False
-qovh3DNoX0;160000;170000;/m/02c8p,/m/04rlf,/m/07cx4,/m/09x0r,/t/dd00125;"Telephone dialing, DTMF;Music;Telephone;Speech;Inside, small room";False
-r1H8hBeYmw;21000;31000;/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk;"Cat;Domestic animals, pets;Meow;Caterwaul;Animal";False
-r7iz-9v9bA;30000;40000;/m/04rlf,/t/dd00037;"Music;Scary music";False
-rAhS48FkYw;30000;40000;/m/0155w,/m/04rlf;"Blues;Music";False
-rIyGq-gIQw;180000;190000;/m/02l6bg,/m/09ct_,/m/09x0r,/m/0k5j;"Propeller, airscrew;Helicopter;Speech;Aircraft";False
-rcidFeRlmo;120000;130000;/m/025wky1;Air conditioning;False
-reNxUHvEl0;7000;17000;/m/07r67yg;Ding-dong;False
-s9kwrRilOY;30000;40000;/m/02rhddq,/m/07r04,/m/07yv9;"Reversing beeps;Truck;Vehicle";False
-sRFfU8k0Zs;90000;100000;/m/04rlf,/t/dd00037;"Music;Scary music";False
-sSVQrnvyIk;30000;40000;/m/025td0t,/m/04rlf,/m/0l14gg;"Background music;Music;Soundtrack music";False
-skhG36uWM0;20000;30000;/m/01z5f,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6;"Canidae, dogs, wolves;Domestic animals, pets;Speech;Dog;Growling";False
-t1zgGxlhPM;290000;300000;/m/07hvw1,/m/07yv9,/m/0k4j,/m/0ltv;"Field recording;Vehicle;Car;Race car, auto racing";False
-tJVvrXU9MA;230000;240000;/m/09ct_,/m/0k5j;"Helicopter;Aircraft";False
-tL4aWGx01s;30000;40000;/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092;"Boat, Water vehicle;Wind;Sailboat, sailing ship;Wind noise (microphone)";False
-tVCMHW_Y4g;110000;120000;/m/023pjk,/m/04brg2;"Cutlery, silverware;Dishes, pots, and pans";False
-t_n44IaDBw;0;10000;/m/07c52,/m/09x0r;"Television;Speech";False
-tmY1GEH3_Y;30000;40000;/m/04rlf,/t/dd00035;"Music;Exciting music";False
-u5yvewHxzE;30000;40000;/m/04rlf,/m/07qn4z3;"Music;Rattle";False
-uBbPbRML3U;290000;300000;/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv;"Vehicle;Tire squeal;Car;Race car, auto racing";False
-uCkr7KFkYg;160000;170000;/m/05zppz,/m/09x0r;"Male speech, man speaking;Speech";False
-uIEWKSQ1z4;30000;40000;/m/09x0r,/t/dd00005;"Speech;Child singing";False
-uLJl3o_AZw;30000;40000;/m/04rlf,/m/0m0jc;"Music;Electronica";False
-uSlzn9oPQ4;20000;30000;/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038;"Rain;Thunderstorm;Thunder;Rain on surface";False
-uWB_lkFDhg;140000;150000;/m/06_y0by,/m/09x0r;"Environmental noise;Speech";False
-urYwYLrcMA;30000;40000;/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk;"Cat;Domestic animals, pets;Caterwaul;Animal";False
-uuCV1W6jYk;80000;90000;/m/0239kh;Cowbell;False
-uzavgbcJVA;6000;16000;/m/07qlf79,/m/09x0r;"Spray;Speech";False
-v1_upmXCwI;0;10000;/m/07phxs1,/m/07qfgpx,/m/07rv4dm;"Ding;Jingle, tinkle;Clang";False
-v423vsVOk8;150000;160000;/m/09x0r,/m/0dv3j,/t/dd00125;"Speech;Boiling;Inside, small room";False
-v4LAt0pJXQ;30000;40000;/m/01m4t;Printer;False
-v5GfNDLH2A;330000;340000;/m/0642b4;Cupboard open or close;False
-v5hgCh3M2w;30000;40000;/m/04rlf,/t/dd00034;"Music;Tender music";False
-v9-b0vPRKU;30000;40000;/m/04rlf,/m/07rjzl8,/m/09x0r;"Music;Slam;Speech";False
-vUMGKGmNKE;50000;60000;/m/03cczk,/m/068hy;"Chewing, mastication;Domestic animals, pets";False
-vmWpxQloGE;70000;80000;/m/015lz1,/m/04rlf,/m/07s8j8t;"Singing;Music;Roll";False
-vuxZZJlWS4;30000;40000;/m/04rlf,/m/05r6t;"Music;Punk rock";False
-w4HLksto_k;30000;40000;/m/01p970,/m/026t6,/m/0l14md;"Tabla;Drum;Percussion";False
-wMsOTnj0XE;340000;350000;/m/07qw_06,/m/09x0r;"Wail, moan;Speech";False
-wVWjl9Kq6U;240000;250000;/m/0155w;Blues;False
-wfRMEaJkRk;30000;40000;/m/012f08,/m/07rknqz,/m/07yv9,/m/0k4j;"Motor vehicle (road);Skidding;Vehicle;Car";False
-wip6fvA10Q;19000;29000;/m/07pzfmf,/m/09x0r;"Crackle;Speech";False
-wuxmTVc7kM;170000;180000;/m/02qmj0d;String section;False
-x2aAKUtNRw;30000;40000;/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00130;"Engine;Vehicle;Car;Medium engine (mid frequency);Engine starting";False
-x70B12Mb-8;30000;40000;/m/02rhddq,/m/07r04,/m/07yv9;"Reversing beeps;Truck;Vehicle";False
-xUhOdzwLtw;0;10000;/m/04rlf,/m/07c52,/m/09x0r;"Music;Television;Speech";False
-xYBYEJ_O6w;10000;20000;/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr;"Railroad car, train wagon;Train horn;Rail transport;Train";False
-xeYpMf97eU;180000;190000;/m/07pbtc8,/m/09x0r;"Walk, footsteps;Speech";False
-xyxF0ahpKk;0;4000;/t/dd00134;Car passing by;False
-yERwTDWZuU;90000;100000;/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt;"Guitar;Music;Musical instrument;Chorus effect";False
-yJk74Vfs2s;30000;40000;/m/07pjjrj,/m/07rdhzs;"Smash, crash;Whack, thwack";False
-yXsEIH3Tbg;110000;120000;/m/015lz1,/m/04rlf,/m/07q4ntr;"Singing;Music;Bellow";False
-yfGwGBVnlA;30000;40000;/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y;"Electric guitar;Guitar;Music;Musical instrument;Strum;Plucked string instrument";False
-ysNtKG8FlU;30000;40000;/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk;"Cat;Domestic animals, pets;Meow;Animal";False
-yvcu2zXj54;310000;320000;/m/09x0r,/m/0llzx,/t/dd00125;"Speech;Sewing machine;Inside, small room";False
-z0muTLomL4;11000;21000;/m/07r4wb8,/m/09x0r;"Knock;Speech";False
-z0q4AgXQwo;30000;40000;/m/012f08,/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j;"Motor vehicle (road);Skidding;Vehicle;Speech;Car";False
-z47zN0YyE4;420000;430000;/m/012ndj,/m/03j1ly,/m/03kmc9;"Fire engine, fire truck (siren);Emergency vehicle;Siren";False
-z7B966NFRE;60000;70000;/m/01jt3m,/m/0838f;"Toilet flush;Water";False
-z7_vq6OYb0;30000;40000;/m/09x0r,/t/dd00006;"Speech;Synthetic singing";False
-zA6LL78KYU;120000;130000;/m/03qjg,/m/085jw;"Harmonica;Wind instrument, woodwind instrument";False
-zBm-sH0vOk;50000;60000;/m/07rrlb6,/m/09x0r;"Splash, splatter;Speech";False
-zOybsEdM5E;100000;110000;/m/02p0sh1,/m/04rlf;"Traditional music;Music";False
-zVKuWcCHpQ;0;4000;/m/04rlf,/m/07c52;"Music;Television";False
-z_3aZqUmbw;120000;130000;/m/0d31p;Vacuum cleaner;False
-zhDNCJ46Ls;30000;40000;/m/04rlf,/m/07pjwq1;"Music;Buzz";False
-zpL4Ut1clE;30000;40000;/m/016622;Tubular bells;False
-zxrdL6MlKI;30000;40000;/m/02rhddq,/m/07r04,/m/07yv9;"Reversing beeps;Truck;Vehicle";False
0-3jSTs2Zsw;30000;40000;/m/04rlf,/m/07q0h5t,/m/09x0r;"Music;Bleat;Speech";False
0-DkUF7TnnI;60000;70000;/m/06mb1,/m/07r10fb;"Rain;Raindrop";False
0-FH0xbm4gQ;580000;590000;/m/02z32qm;Fusillade;False
0-bqcP2usR4;30000;40000;/m/04rlf,/m/06h7j,/m/09x0r;"Music;Run;Speech";False
0-fd-lvizrY;30000;40000;/m/015lz1,/m/01swy6,/m/04rlf;"Singing;Yodeling;Music";False
0-rNk6mnMCA;30000;40000;/m/025wky1;Air conditioning;False
00M9FhCet6s;100000;110000;/m/015lz1,/m/04rlf,/m/06rqw;"Singing;Music;Ska";False
00W1lcxW-WU;40000;50000;/m/0l156k;Whistle;False
00mE-lhe_R8;16000;26000;/m/07qdb04;Quack;False
0150dZu3Na8;0;8000;/m/02zsn,/m/09x0r;"Female speech, woman speaking;Speech";False
01B907_Gyys;160000;170000;/m/01v_m0,/m/0hdsk;"Sine wave;Chirp tone";False
01PzcPKT3_E;30000;40000;/m/01kcd,/m/07c6l;"Brass instrument;Trombone";False
01bTS8O2Xnc;18000;28000;/m/01hnzm,/m/04rlf;"Ringtone;Music";False
01hjVJN9xCg;30000;40000;/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00006;"Music;Choir;Male singing;Synthetic singing";False
01k1v-NgjWs;0;6000;/m/07phxs1,/m/0dwsp,/m/0dwtp,/m/0j45pbj;"Ding;Marimba, xylophone;Glockenspiel;Mallet percussion";False
01q8wKX4XEQ;60000;70000;/m/0dl83;Arrow;False
01xpKyI0rXA;180000;190000;/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv;"Skidding;Vehicle;Car;Race car, auto racing";False
021B2ozAjNg;110000;120000;/m/01h8n0,/m/09x0r;"Conversation;Speech";False
0298WjE3_tk;20000;30000;/m/04rlf,/t/dd00036;"Music;Angry music";False
02JEvDAcq7U;10000;20000;/m/03wwcy,/m/09x0r;"Doorbell;Speech";False
02QXbqf9bbw;350000;360000;/m/07bjf,/m/09x0r,/m/0dv5r;"Single-lens reflex camera;Speech;Camera";False
02Qntw26enM;90000;100000;/m/04rlf,/m/07kc_,/t/dd00125;"Music;Theremin;Inside, small room";False
02R_w3cr1i4;5000;15000;/m/06h7j,/m/09x0r;"Run;Speech";False
02aq42RDm2Q;30000;40000;/m/0d31p;Vacuum cleaner;False
02n2I1JHq4U;8000;18000;/m/013y1f,/m/03gvt;"Organ;Hammond organ";False
02pl9PaQwmI;30000;40000;/t/dd00005;Child singing;False
02q5C77_xeQ;250000;260000;/m/068hy,/m/07pbtc8,/m/09x0r,/m/0bt9lr,/m/0jbk;"Domestic animals, pets;Walk, footsteps;Speech;Dog;Animal";False
02rLonMSO9k;60000;70000;/m/01y3hg;Smoke detector, smoke alarm;False
02tl_ek8f9I;30000;40000;/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j;"Engine;Idling;Vehicle;Car";False
02z_7DUC_74;80000;90000;/m/027m70_;Jingle bell;False
032FsMMKWqM;0;10000;/m/07pkxdp;Lullaby;False
03EmZCCkf-E;24000;34000;/m/07pl1bw,/m/083vt;"Splinter;Wood";False
03NLMEMi8-I;30000;40000;/m/03kmc9,/m/0dgbq;"Siren;Civil defense siren";False
03frQGyrgQ4;30000;40000;/m/04rlf,/m/07kc_;"Music;Theremin";False
03kFLTZguBs;100000;110000;/m/0463cq4,/m/09x0r;"Crying, sobbing;Speech";False
03lAXcmqsMU;30000;40000;/m/0dl9sf8;Throat clearing;False
03z0rpIkm5g;30000;40000;/m/03v3yw,/m/04rlf,/m/06cqb,/m/06rqw;"Keys jangling;Music;Reggae;Ska";False
046ynbCwM90;30000;40000;/m/04rlf,/m/04s8yn,/m/07r5c2p;"Music;Crow;Caw";False
04JKX_vlePE;90000;100000;/m/01y3hg,/m/09x0r;"Smoke detector, smoke alarm;Speech";False
04RDcHpgzTM;50000;60000;/m/07pp8cl;Telephone bell ringing;False
04SFLoexHDo;190000;200000;/m/01bns_,/m/0d8_n;"Zither;Pizzicato";False
04gv6MSFimA;100000;110000;/m/07pl1bw,/m/083vt;"Splinter;Wood";False
058Nv060Fz4;30000;40000;/m/04rlf,/m/07pws3f;"Music;Bang";False
05H3CBB2oiI;30000;40000;/m/07qv_x_;Shuffle;False
05OJDYeHLMc;30000;40000;/m/04rlf,/t/dd00035;"Music;Exciting music";False
05wEdbchyjM;10000;20000;/m/046dlr,/t/dd00125;"Alarm clock;Inside, small room";False
06Brdf83RZE;30000;40000;/m/04rlf,/t/dd00034;"Music;Tender music";False
06IU9WsEp3s;130000;140000;/m/04rlf,/m/0g293,/m/0ln16;"Music;Music of Latin America;Salsa music";False
06J19koRu_4;20000;30000;/m/05rj2;Shuffling cards;False
06OT6nqAuLM;50000;60000;/m/03p19w,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00125;"Jackhammer;Domestic animals, pets;Dog;Animal;Inside, small room";False
06PzXIqzQXM;200000;210000;/m/03l9g;Hammer;False
06k-cXmaeAY;30000;40000;/m/07r_k2n,/m/09x0r;"Yip;Speech";False
06kaFCdYJ3U;0;10000;/m/04rlf,/m/08p9q4;"Music;Sidetone";False
06sLGiMrWlw;30000;40000;/m/04rlf,/t/dd00034;"Music;Tender music";False
06yVT1kiZLY;30000;40000;/m/07pyf11;Flap;False
07-3grCQ8EU;30000;40000;/m/02p0sh1,/m/04rlf,/m/04wptg;"Traditional music;Music;Wedding music";False
07-vpXo91XM;70000;80000;/m/02cz_7,/m/04rlf,/m/07q4ntr,/m/0glt670;"Beatboxing;Music;Bellow;Hip hop music";False
075SHAj6J3Y;30000;40000;/m/02cjck,/m/04rlf;"Theme music;Music";False
