# Segments csv created Sun Mar  5 10:54:31 2017,,,
# num_ytids=22160, num_segs=22160, num_unique_labels=527, num_positive_labels=52882
YTID, start_seconds, end_seconds, positive_labels
-m1eF1B0Qlk,50000,60000,"/m/02rr_,/m/0342h,/m/04rlf,/m/07m2kt,/m/0g12c5"
-m5ZlWziIeA,200000,210000,"/m/01hgjl,/m/02lkt,/m/03mb9,/m/04rlf"
-mA_bqD1tgU,30000,40000,"/m/04rlf,/t/dd00031"
-mB_XLq6g1g,30000,40000,"/m/01kcd,/m/07gql"
-mCvRi0gVE8,30000,40000,"/m/04rlf,/m/07pws3f"
-mFneOHpwak,270000,280000,"/m/04rlf,/m/07rwj3x"
-mNbbwgUZtQ,140000,150000,"/m/02mk9,/m/03p19w,/m/09x0r,/t/dd00128"
-mOSWOiFpgY,490000,500000,"/m/04rlf,/m/05fw6t,/m/07rrh0c"
-mQR-O53mFE,100000,110000,"/m/03qtwd,/m/053hz1,/t/dd00135"
-mRz2kEp0ho,30000,40000,"/m/04rlf,/m/0dls3"
-mlRMOia7DU,70000,80000,"/m/07bjf,/m/09x0r,/m/0dv5r"
-nf_tbb2ixE,60000,70000,"/m/02c8p,/m/07cx4,/m/09x0r"
-o0ZtQIkM60,30000,40000,"/m/04rlf,/t/dd00037"
-o31A9GCAlc,220000,230000,"/m/04rlf,/m/0l14qv"
-oGhPs2S17Q,30000,40000,"/m/04rlf,/m/07pws3f"
-oP-XX28B0s,30000,40000,"/m/04rlf,/m/0gywn"
-oSZw8b-vgU,30000,40000,"/m/07r660_,/m/09x0r"
-oSw8wNpLcY,60000,70000,"/m/030rvx,/m/03kmc9"
-oYYvzarYDs,70000,80000,"/m/07rknqz,/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
-ockHs8mYQo,12000,22000,"/m/07p6mqd,/m/09x0r"
-ojOx7vd_yU,540000,550000,"/m/0199g,/m/07yv9"
-orugG3hBr4,0,10000,"/m/04rlf,/m/07pws3f"
-oxF9jhY94s,1000,11000,"/m/01yrx,/m/068hy,/m/07r81j2"
-oxqoh8EgGw,30000,40000,"/m/01hsr_,/m/04rlf,/m/09x0r"
-p1M8lMslEg,20000,30000,"/m/09x0r,/t/dd00065"
-pBquWuzRwE,30000,40000,"/m/02mk9,/m/07pb8fc,/t/dd00130"
-pZ1yJYSrhc,30000,40000,"/m/04rlf,/m/06bz3"
-peDsjbcA-0,40000,50000,"/m/02p3nc,/m/09x0r"
-pjK2u3Qtxc,230000,240000,"/m/028v0c,/m/09x0r,/t/dd00129"
-pnursBn7wk,240000,250000,"/m/02g901,/m/04rlf,/m/09x0r"
-pzwalZ0ub0,5000,15000,"/m/02rhddq,/m/09x0r"
-q00WwEUOCs,190000,200000,"/m/04rlf,/m/07s8j8t"
-q1pzc3VMrg,60000,70000,"/m/09x0r,/t/dd00112"
-qGd1JwYLbQ,30000,40000,"/m/068hy,/m/07qf0zm,/m/07r_k2n,/m/07rc7d9,/m/0bt9lr,/m/0jbk"
-qJ-NY6wY3s,30000,40000,"/m/0bt9lr,/m/0ghcn6,/m/0jbk"
-qdu3Aw0aNU,110000,120000,"/m/015jpf,/m/09x0r"
-qokdAl50qg,90000,100000,"/m/01h3n,/m/03vt0,/m/09f96,/m/09xqv,/m/0h2mp"
-qovh3DNoX0,160000,170000,"/m/02c8p,/m/04rlf,/m/07cx4,/m/09x0r,/t/dd00125"
-r1H8hBeYmw,21000,31000,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk"
-r7iz-9v9bA,30000,40000,"/m/04rlf,/t/dd00037"
-rAhS48FkYw,30000,40000,"/m/0155w,/m/04rlf"
-rIyGq-gIQw,180000,190000,"/m/02l6bg,/m/09ct_,/m/09x0r,/m/0k5j"
-rcidFeRlmo,120000,130000,/m/025wky1
-reNxUHvEl0,7000,17000,/m/07r67yg
-s9kwrRilOY,30000,40000,"/m/02rhddq,/m/07r04,/m/07yv9"
-sRFfU8k0Zs,90000,100000,"/m/04rlf,/t/dd00037"
-sSVQrnvyIk,30000,40000,"/m/025td0t,/m/04rlf,/m/0l14gg"
-skhG36uWM0,20000,30000,"/m/01z5f,/m/068hy,/m/09x0r,/m/0bt9lr,/m/0ghcn6"
-t1zgGxlhPM,290000,300000,"/m/07hvw1,/m/07yv9,/m/0k4j,/m/0ltv"
-tJVvrXU9MA,230000,240000,"/m/09ct_,/m/0k5j"
-tL4aWGx01s,30000,40000,"/m/019jd,/m/03m9d0z,/m/0hsrw,/t/dd00092"
-tVCMHW_Y4g,110000,120000,"/m/023pjk,/m/04brg2"
-t_n44IaDBw,0,10000,"/m/07c52,/m/09x0r"
-tmY1GEH3_Y,30000,40000,"/m/04rlf,/t/dd00035"
-u5yvewHxzE,30000,40000,"/m/04rlf,/m/07qn4z3"
-uBbPbRML3U,290000,300000,"/m/07yv9,/m/0h9mv,/m/0k4j,/m/0ltv"
-uCkr7KFkYg,160000,170000,"/m/05zppz,/m/09x0r"
-uIEWKSQ1z4,30000,40000,"/m/09x0r,/t/dd00005"
-uLJl3o_AZw,30000,40000,"/m/04rlf,/m/0m0jc"
-uSlzn9oPQ4,20000,30000,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038"
-uWB_lkFDhg,140000,150000,"/m/06_y0by,/m/09x0r"
-urYwYLrcMA,30000,40000,"/m/01yrx,/m/068hy,/m/07r81j2,/m/0jbk"
-uuCV1W6jYk,80000,90000,/m/0239kh
-uzavgbcJVA,6000,16000,"/m/07qlf79,/m/09x0r"
-v1_upmXCwI,0,10000,"/m/07phxs1,/m/07qfgpx,/m/07rv4dm"
-v423vsVOk8,150000,160000,"/m/09x0r,/m/0dv3j,/t/dd00125"
-v4LAt0pJXQ,30000,40000,/m/01m4t
-v5GfNDLH2A,330000,340000,/m/0642b4
-v5hgCh3M2w,30000,40000,"/m/04rlf,/t/dd00034"
-v9-b0vPRKU,30000,40000,"/m/04rlf,/m/07rjzl8,/m/09x0r"
-vUMGKGmNKE,50000,60000,"/m/03cczk,/m/068hy"
-vmWpxQloGE,70000,80000,"/m/015lz1,/m/04rlf,/m/07s8j8t"
-vuxZZJlWS4,30000,40000,"/m/04rlf,/m/05r6t"
-w4HLksto_k,30000,40000,"/m/01p970,/m/026t6,/m/0l14md"
-wMsOTnj0XE,340000,350000,"/m/07qw_06,/m/09x0r"
-wVWjl9Kq6U,240000,250000,/m/0155w
-wfRMEaJkRk,30000,40000,"/m/012f08,/m/07rknqz,/m/07yv9,/m/0k4j"
-wip6fvA10Q,19000,29000,"/m/07pzfmf,/m/09x0r"
-wuxmTVc7kM,170000,180000,/m/02qmj0d
-x2aAKUtNRw,30000,40000,"/m/02mk9,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00130"
-x70B12Mb-8,30000,40000,"/m/02rhddq,/m/07r04,/m/07yv9"
-xUhOdzwLtw,0,10000,"/m/04rlf,/m/07c52,/m/09x0r"
-xYBYEJ_O6w,10000,20000,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr"
-xeYpMf97eU,180000,190000,"/m/07pbtc8,/m/09x0r"
-xyxF0ahpKk,0,4000,/t/dd00134
-yERwTDWZuU,90000,100000,"/m/0342h,/m/04rlf,/m/04szw,/m/07m2kt"
-yJk74Vfs2s,30000,40000,"/m/07pjjrj,/m/07rdhzs"
-yXsEIH3Tbg,110000,120000,"/m/015lz1,/m/04rlf,/m/07q4ntr"
-yfGwGBVnlA,30000,40000,"/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
-ysNtKG8FlU,30000,40000,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk"
-yvcu2zXj54,310000,320000,"/m/09x0r,/m/0llzx,/t/dd00125"
-z0muTLomL4,11000,21000,"/m/07r4wb8,/m/09x0r"
-z0q4AgXQwo,30000,40000,"/m/012f08,/m/07rknqz,/m/07yv9,/m/09x0r,/m/0k4j"
-z47zN0YyE4,420000,430000,"/m/012ndj,/m/03j1ly,/m/03kmc9"
-z7B966NFRE,60000,70000,"/m/01jt3m,/m/0838f"
-z7_vq6OYb0,30000,40000,"/m/09x0r,/t/dd00006"
-zA6LL78KYU,120000,130000,"/m/03qjg,/m/085jw"
-zBm-sH0vOk,50000,60000,"/m/07rrlb6,/m/09x0r"
-zOybsEdM5E,100000,110000,"/m/02p0sh1,/m/04rlf"
-zVKuWcCHpQ,0,4000,"/m/04rlf,/m/07c52"
-z_3aZqUmbw,120000,130000,/m/0d31p
-zhDNCJ46Ls,30000,40000,"/m/04rlf,/m/07pjwq1"
-zpL4Ut1clE,30000,40000,/m/016622
-zxrdL6MlKI,30000,40000,"/m/02rhddq,/m/07r04,/m/07yv9"
0-3jSTs2Zsw,30000,40000,"/m/04rlf,/m/07q0h5t,/m/09x0r"
0-DkUF7TnnI,60000,70000,"/m/06mb1,/m/07r10fb"
0-FH0xbm4gQ,580000,590000,/m/02z32qm
0-bqcP2usR4,30000,40000,"/m/04rlf,/m/06h7j,/m/09x0r"
0-fd-lvizrY,30000,40000,"/m/015lz1,/m/01swy6,/m/04rlf"
0-rNk6mnMCA,30000,40000,/m/025wky1
00M9FhCet6s,100000,110000,"/m/015lz1,/m/04rlf,/m/06rqw"
00W1lcxW-WU,40000,50000,/m/0l156k
00mE-lhe_R8,16000,26000,/m/07qdb04
0150dZu3Na8,0,8000,"/m/02zsn,/m/09x0r"
01B907_Gyys,160000,170000,"/m/01v_m0,/m/0hdsk"
01PzcPKT3_E,30000,40000,"/m/01kcd,/m/07c6l"
01bTS8O2Xnc,18000,28000,"/m/01hnzm,/m/04rlf"
01hjVJN9xCg,30000,40000,"/m/04rlf,/m/0l14jd,/t/dd00003,/t/dd00006"
01k1v-NgjWs,0,6000,"/m/07phxs1,/m/0dwsp,/m/0dwtp,/m/0j45pbj"
01q8wKX4XEQ,60000,70000,/m/0dl83
01xpKyI0rXA,180000,190000,"/m/07rknqz,/m/07yv9,/m/0k4j,/m/0ltv"
021B2ozAjNg,110000,120000,"/m/01h8n0,/m/09x0r"
0298WjE3_tk,20000,30000,"/m/04rlf,/t/dd00036"
02JEvDAcq7U,10000,20000,"/m/03wwcy,/m/09x0r"
02QXbqf9bbw,350000,360000,"/m/07bjf,/m/09x0r,/m/0dv5r"
02Qntw26enM,90000,100000,"/m/04rlf,/m/07kc_,/t/dd00125"
02R_w3cr1i4,5000,15000,"/m/06h7j,/m/09x0r"
02aq42RDm2Q,30000,40000,/m/0d31p
02n2I1JHq4U,8000,18000,"/m/013y1f,/m/03gvt"
02pl9PaQwmI,30000,40000,/t/dd00005
02q5C77_xeQ,250000,260000,"/m/068hy,/m/07pbtc8,/m/09x0r,/m/0bt9lr,/m/0jbk"
02rLonMSO9k,60000,70000,/m/01y3hg
02tl_ek8f9I,30000,40000,"/m/02mk9,/m/07pb8fc,/m/07yv9,/m/0k4j"
02z_7DUC_74,80000,90000,/m/027m70_
032FsMMKWqM,0,10000,/m/07pkxdp
03EmZCCkf-E,24000,34000,"/m/07pl1bw,/m/083vt"
03NLMEMi8-I,30000,40000,"/m/03kmc9,/m/0dgbq"
03frQGyrgQ4,30000,40000,"/m/04rlf,/m/07kc_"
03kFLTZguBs,100000,110000,"/m/0463cq4,/m/09x0r"
03lAXcmqsMU,30000,40000,/m/0dl9sf8
03z0rpIkm5g,30000,40000,"/m/03v3yw,/m/04rlf,/m/06cqb,/m/06rqw"
046ynbCwM90,30000,40000,"/m/04rlf,/m/04s8yn,/m/07r5c2p"
04JKX_vlePE,90000,100000,"/m/01y3hg,/m/09x0r"
04RDcHpgzTM,50000,60000,/m/07pp8cl
04SFLoexHDo,190000,200000,"/m/01bns_,/m/0d8_n"
04gv6MSFimA,100000,110000,"/m/07pl1bw,/m/083vt"
058Nv060Fz4,30000,40000,"/m/04rlf,/m/07pws3f"
05H3CBB2oiI,30000,40000,/m/07qv_x_
05OJDYeHLMc,30000,40000,"/m/04rlf,/t/dd00035"
05wEdbchyjM,10000,20000,"/m/046dlr,/t/dd00125"
06Brdf83RZE,30000,40000,"/m/04rlf,/t/dd00034"
06IU9WsEp3s,130000,140000,"/m/04rlf,/m/0g293,/m/0ln16"
06J19koRu_4,20000,30000,/m/05rj2
06OT6nqAuLM,50000,60000,"/m/03p19w,/m/068hy,/m/0bt9lr,/m/0jbk,/t/dd00125"
06PzXIqzQXM,200000,210000,/m/03l9g
06k-cXmaeAY,30000,40000,"/m/07r_k2n,/m/09x0r"
06kaFCdYJ3U,0,10000,"/m/04rlf,/m/08p9q4"
06sLGiMrWlw,30000,40000,"/m/04rlf,/t/dd00034"
06yVT1kiZLY,30000,40000,/m/07pyf11
07-3grCQ8EU,30000,40000,"/m/02p0sh1,/m/04rlf,/m/04wptg"
07-vpXo91XM,70000,80000,"/m/02cz_7,/m/04rlf,/m/07q4ntr,/m/0glt670"
075SHAj6J3Y,30000,40000,"/m/02cjck,/m/04rlf"
07J4uVMPSW4,30000,40000,"/m/0199g,/m/07yv9,/m/09x0r"
07MJhv4uVlU,30000,40000,"/m/04rlf,/m/06bz3,/m/09x0r"
07T0BRnolXg,30000,40000,"/m/09x0r,/m/0dv3j"
07VlN0dItyc,30000,40000,/m/07pb8fc
07ZERJd7-9c,310000,320000,/m/06h7j
07aVkZp3k7Q,80000,90000,"/m/01d3sd,/m/09x0r"
07eQfg1IXzw,0,10000,"/m/011k_j,/m/04rlf,/m/09x0r"
07mS0mSTDjY,30000,40000,"/m/0155w,/m/02p0sh1,/m/04rlf,/m/09x0r,/m/0ggx5q"
07vCFDpflcQ,80000,90000,"/m/015p6,/m/09ddx"
07yYzDPUPX8,160000,170000,/m/018w8
088pGlFlgb4,50000,60000,/m/07r660_
08IPzx0imsA,30000,40000,"/m/04rlf,/m/06bz3"
08JpxCv_Bek,30000,40000,"/m/07rjzl8,/m/09x0r"
08U71rh7cDw,5000,15000,"/m/07pjjrj,/m/07rdhzs"
08YFRFx-g7s,30000,40000,"/m/04rlf,/m/07m2kt,/m/0g12c5"
08u-jdwjM74,300000,310000,/m/0gywn
09TC9Yj7SHM,30000,40000,"/m/07st88b,/m/09ld4"
09_A89lHfNo,50000,60000,/m/01z47d
09aRpEfUxT0,30000,40000,"/g/122z_qxw,/m/09x0r"
09l9A1XVbpY,10000,20000,"/m/015lz1,/m/04rlf,/m/07sr1lc"
09prsO9YM2c,30000,40000,"/m/04rlf,/m/07pkxdp"
09w-ZFasRvE,60000,70000,"/m/01h8n0,/m/09x0r"
09zT8qlC384,30000,40000,"/m/06mb1,/m/07r10fb,/t/dd00038"
0AAvXso7C5c,160000,170000,/m/04zmvq
0ADP-O_V3vA,30000,40000,"/m/03_d0,/m/04rlf,/m/04wptg,/m/06j6l"
0ADfdHN1N2w,410000,420000,/m/0242l
0AGHo8V8HpM,130000,140000,"/m/03q5t,/m/05148p4"
0AHA6Zz-ykw,30000,40000,/t/dd00134
0AV_U7kjgLU,190000,200000,"/m/015jpf,/m/04rlf,/m/064t9,/m/09x0r"
0AhX-ReXovI,120000,130000,"/m/01p970,/m/026t6,/m/0l14md"
0AlEfN3Ye0U,30000,40000,/m/023pjk
0B3y6sa8jgw,540000,550000,"/m/01m2v,/m/04rlf,/m/07s04w4,/m/09x0r"
0BFauf6TGGU,0,10000,"/m/085jw,/m/0l14l2"
0BvcQAgQ0SE,26000,36000,/m/0242l
0CDP7zl6wCQ,30000,40000,"/m/02rtxlg,/m/09x0r"
0DSVOjk2NfA,30000,40000,/m/01h82_
0DYH0sqDXB8,30000,40000,"/m/02x8m,/m/04rlf,/m/0gywn"
0DefiYiEF4E,19000,29000,"/m/04rlf,/m/07yv9,/m/09x0r,/m/0gvgw0"
0DgH-2g6Tmk,30000,40000,"/m/07qb_dv,/m/09x0r"
0Djf1pI711g,150000,160000,/m/07plz5l
0E7qHzvEuyU,60000,70000,/m/07plct2
0E8p38QTjgI,60000,70000,"/m/04brg2,/m/09x0r,/m/0fx9l"
0EM3MvTgPL4,20000,30000,"/m/04rlf,/m/07qnq_y"
0Ed-5hq7AdE,30000,40000,"/m/02mk9,/m/04229,/m/07yv9"
0Ei3BcBr5aE,30000,40000,"/m/07s0dtb,/m/09x0r"
0EkXQKzNjkg,30000,40000,/t/dd00134
0EsJvIfMx0w,30000,40000,/m/07pbtc8
0EzWmAPwoTs,260000,270000,"/m/04rlf,/m/06rqw"
0F3WEUPxWCM,0,7000,"/m/02dgv,/m/07r4wb8,/m/09x0r"
0FCFuHAWpv8,280000,290000,"/m/03qtwd,/m/04gy_2"
0FHa462_1Mc,100000,110000,/m/02z32qm
0FMR_VBW5TU,70000,80000,/m/07qfgpx
0FMdORf5iGs,30000,40000,"/m/04rlf,/m/081rb,/m/09x0r,/m/0l15bq"
0FQo-2xRJ0E,30000,40000,"/m/02rhddq,/m/07yv9"
0G6lil4WFEM,30000,40000,"/m/04rlf,/m/07pws3f,/m/09x0r"
0GQFYsxMP9Y,130000,140000,"/m/04rlf,/m/07qcpgn,/m/09x0r"
0GXfryMBkGw,500000,510000,"/m/015lz1,/m/02bk07,/m/04rlf,/m/07brj,/m/09x0r,/m/0l14jd,/m/0y4f8"
0Gj0gGPGlMA,0,10000,"/m/01j3sz,/m/02p3nc,/m/09x0r,/t/dd00001"
0GmmPp502DA,30000,40000,"/m/03vt0,/m/09f96,/m/0h2mp"
0GqvQbY8ftc,130000,140000,"/m/07phxs1,/m/07rv4dm"
0H2uMhzSitY,520000,530000,"/m/04rlf,/m/07rn7sz"
0H3FAoDgzhI,30000,40000,"/m/0283d,/m/028sqc,/m/04rlf,/m/07gxw"
0H7e3F9KL78,0,10000,"/m/030rvx,/t/dd00125"
0H8Co8jdbT4,30000,40000,"/m/04rlf,/m/0ggx5q,/t/dd00032"
0HDoqcA727o,30000,40000,"/m/032s66,/m/0_1c"
0HQCuY_XQa8,0,10000,"/m/01v1d8,/m/04rlf"
0HVlzmjFe7k,20000,30000,"/m/04cvmfc,/m/0cdnk,/t/dd00129"
0HqSxnJEXxA,0,10000,/m/0gy1t2s
0Hz4R_m0hmI,80000,90000,/m/02mfyn
0I3E-auy8JA,30000,40000,"/m/01jnbd,/m/09x0r"
0INaX5s-FNI,30000,40000,"/m/01jnbd,/m/04rlf"
0IUR0a8uR5c,30000,40000,"/m/07rknqz,/m/0h9mv,/m/0k4j"
0I_Pi3zt4WY,0,10000,"/m/02_nn,/m/04rlf,/m/07r4wb8"
0JDlM0Wolms,0,10000,"/m/07pyy8b,/m/0jbk"
0JKcTVpby0I,30000,40000,"/m/03kmc9,/m/0dgbq"
0JPT13OUVV8,220000,230000,"/m/012ndj,/m/03j1ly,/m/03kmc9"
0J_2K1Gvruk,30000,40000,"/m/01xqw,/m/02fsn,/m/0l14_3"
0K-zyeLuKho,30000,40000,"/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y"
0K7573uICwg,21000,31000,"/m/04rlf,/m/07q0h5t"
0KXI3QmISXM,30000,40000,"/m/07pbtc8,/m/09x0r"
0KXc1iKGh7s,14000,24000,/m/07pbtc8
0KnYLPxGYf0,30000,40000,/m/07s0dtb
0Kwzah-Rf70,40000,50000,/m/07qdb04
0L3vcdzQPPU,30000,40000,/m/07kc_
0L7-8yqgMEo,130000,140000,"/m/01280g,/m/09x0r,/m/0cdnk,/m/0jbk"
0LEZB41K8o8,0,10000,/m/02rtxlg
0LPF76p5WSs,530000,540000,"/m/04fgwm,/m/09x0r,/t/dd00125"
0LeKOO8Uzig,60000,70000,/m/02fxyj
0LoFUGfk6MY,270000,280000,"/m/06h7j,/m/09x0r"
0Lt4MP0-6Tc,590000,600000,"/m/019jd,/m/02rlv9"
0Ly5mdtHGzE,260000,270000,"/m/01d380,/m/07k1x,/m/0_ksk"
0M0coGIaGBs,30000,40000,"/m/03_d0,/m/04rlf"
0M7nETLOsKQ,30000,40000,"/m/04rlf,/m/0gywn"
0M8SMwwe0Ow,30000,40000,"/m/06bz3,/m/09x0r"
0MJPqGKIbZg,20000,30000,"/m/07qfr4h,/m/09x0r,/t/dd00129"
0ML_fBIrGqA,10000,20000,"/m/0199g,/m/07yv9,/t/dd00125"
0MOeailZgUo,70000,80000,"/m/09x0r,/m/0llzx"
0MWEIhf9RHU,140000,150000,/m/02x984l
0N0ehlFFkF0,60000,70000,"/m/015lz1,/m/016cjb,/m/04rlf,/m/0l14jd"
0N5BFy71y2U,130000,140000,"/m/02cjck,/m/04rlf"
0NSzeHaja5o,30000,40000,"/m/07qfr4h,/m/07rkbfh,/m/09x0r"
0NTzOtVmoiU,60000,70000,"/m/0192l,/m/085jw"
0NZY0GHQBP0,240000,250000,"/m/0192l,/m/085jw"
0N_JKGLWEMc,30000,40000,"/m/06xkwv,/m/07rcgpl,/m/07rgkc5"
0NbN9By4eYw,30000,40000,"/m/07qw_06,/m/09x0r"
0NbRRq0L8o8,0,10000,"/m/04rlf,/m/0790c"
0Nie2fq4Z00,30000,40000,"/m/02w4v,/m/04rlf"
0NmeO0eH9ig,300000,310000,"/m/07qyrcz,/m/09x0r"
0NyrNJAXrIo,30000,40000,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/0jbk"
0O9ZfRn69i8,30000,40000,"/m/07yv9,/m/09t49,/m/0k4j"
0OLpIiSBlfc,60000,70000,"/m/07ppn3j,/m/09x0r"
0ONdm4sW47c,30000,40000,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y"
0OhsCzuk3hI,18000,28000,"/m/04rlf,/t/dd00004"
0OhtODbKajw,350000,360000,"/m/02qmj0d,/m/07y_7,/m/0l14_3"
0OiPtV9sd_w,30000,40000,"/m/02rhddq,/m/07r04,/m/07yv9"
0PIt9R2GD8Q,30000,40000,"/m/01bjv,/m/07yv9,/m/09x0r"
0PKXu1l0OJk,40000,50000,"/m/04rlf,/m/07pt_g0,/m/09x0r"
0PNUMPym0I8,240000,250000,/m/07pzfmf
0PWLf2cAkU8,20000,30000,"/m/09x0r,/m/0ytgt,/t/dd00013"
0PhU-PIsUMw,80000,90000,"/m/03kmc9,/m/0dgbq"
0Pok_BH75zY,0,10000,"/m/02cz_7,/m/09x0r,/t/dd00125"
0PpQ8rBtnVM,30000,40000,"/m/04rlf,/m/07s0dtb,/m/09x0r"
0Q1JLNfm8oU,30000,40000,"/m/04rlf,/m/06j6l,/t/dd00034"
0Q5mzNz2hiA,0,10000,"/m/04rlf,/m/07r67yg,/m/09x0r"
0QAaln-hjPw,30000,40000,"/m/03_d0,/m/04rlf"
0QDYPyHwLhk,390000,400000,"/m/04rlf,/m/09x0r,/t/dd00127"
0QF9Nq_WG1c,10000,20000,/m/024dl
0QKet-tdquc,30000,40000,"/m/02rhddq,/m/07yv9"
0QSZ9Fr1qeQ,30000,40000,"/m/09x0r,/m/0gvgw0"
0QYNC7J05XI,30000,40000,"/m/01lyv,/m/04rlf,/m/0gg8l"
0Q_-akJTU-0,30000,40000,"/m/04rlf,/m/07c52,/m/09x0r"
0Qj73JaG8Ik,30000,40000,"/m/06mb1,/m/07r10fb,/t/dd00038"
0QkL6IH7Jqk,20000,30000,"/m/04rlf,/m/07p78v5"
0QzVs8IBn_E,30000,40000,"/m/02mk9,/m/07pb8fc,/m/07q2z82,/m/07yv9,/t/dd00066"
0R348vGkjyw,30000,40000,"/m/02mk9,/m/07pb8fc,/m/09x0r,/t/dd00066"
0R8NB5yxmMk,10000,20000,/m/03l9g
0RDz0rLakwc,30000,40000,"/m/04rlf,/m/0glt670"
0RjFykTxCvc,30000,40000,"/m/025rv6n,/m/07qwf61,/m/0dbvp"
0RlxIDv_78w,1000,11000,"/m/07rwj3x,/m/09x0r"
0RpkkfkUBRU,10000,20000,"/m/04rlf,/t/dd00036"
0Rqmp6q4wFk,30000,40000,"/t/dd00004,/t/dd00005"
0S5zWt91Bwo,30000,40000,"/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y,/m/0gg8l"
0SEHGxAQL18,30000,40000,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/09x0r,/m/0jbk"
0SP01BfLUOo,30000,40000,"/m/04rlf,/m/07bjf"
0SRRe7FAJCI,30000,40000,"/m/07yv9,/m/0gvgw0"
0SblEOkB43I,0,10000,/m/04fgwm
0SkccP8H-fQ,390000,400000,"/m/01g50p,/m/04zmvq,/m/06d_3,/m/07jdr,/m/07rwm0c"
0StCxWx9dV8,30000,40000,"/m/07pbtc8,/m/09x0r"
0SuL-BgsmAs,0,10000,/m/0gy1t2s
0SuuPw45rLk,22000,32000,/m/07rv4dm
0SypBcVpZ0E,140000,150000,"/m/07rkbfh,/m/09x0r"
0T45fkKkCCk,30000,40000,"/m/04rlf,/t/dd00003,/t/dd00006"
0TIuwSaevec,30000,40000,"/m/04rlf,/t/dd00032"
0TPOLU68O9s,8000,18000,"/m/04rlf,/m/07rv9rh,/m/09x0r"
0TUudXf0l54,30000,40000,"/m/07pggtn,/m/07qmpdm"
0Tgam1uSqm4,440000,450000,"/m/03cczk,/m/09x0r,/m/0ytgt"
0UJBVLInFr0,30000,40000,/m/07pc8lb
0UPY7ws-VFs,10000,20000,"/m/04rlf,/m/05x_td"
0USa1NWd1XA,320000,330000,"/m/023vsd,/m/07pdjhy,/m/083vt"
0Uf9LM840vA,40000,50000,/m/0k65p
0Ufv6VdlPHM,30000,40000,/m/07pxg6y
0UiTDRQBGcM,15000,25000,"/m/02dgv,/m/02y_763,/m/07rjzl8"
0Us4I_vXrf4,11000,21000,"/m/06h7j,/m/09x0r,/t/dd00127"
0V7XP7n7ZTQ,160000,170000,/m/03v3yw
0VIHkdBPImc,290000,300000,/m/03wvsk
0VIITf_iLoE,0,6000,"/m/03r5q_,/m/04rlf"
0VcSPe-xT5Y,0,4000,"/m/04rlf,/m/07c52"
0VeuAMr9goQ,30000,40000,/m/07pjjrj
0VsjSa1X7iA,30000,40000,"/m/04rlf,/m/0l14jd"
0VwX92X3iPc,30000,40000,"/m/01hgjl,/m/02rtxlg,/m/09x0r"
0W69ei8lbec,220000,230000,"/m/0130jx,/m/02jz0l,/m/0838f"
0WHpzy7neu0,30000,40000,/t/dd00005
0WIZKo11Zzg,30000,40000,"/m/04rlf,/m/07qb_dv"
0WJK4SWu0Zk,30000,40000,"/m/04rlf,/m/07s8j8t"
0WWuZRd-O3c,0,10000,"/m/04rlf,/m/04rzd"
0WXM7GSgTpE,10000,20000,"/m/013y1f,/m/03gvt"
0WZ8CocF6DQ,30000,40000,"/m/09x0r,/m/0dv3j"
0WcaojOADSk,490000,500000,"/m/07qcx4z,/m/09x0r"
0Wdh45yt7tY,50000,60000,"/m/085jw,/m/0l14j_"
0Wl-_a7_lGA,520000,530000,/m/0jtg0
0WmHby5gfSo,40000,50000,"/m/04rlf,/t/dd00032"
0WmhtEzutdc,70000,80000,"/m/07prgkl,/m/09x0r"
0Wovyc4_k8Y,30000,40000,"/m/01c194,/m/09x0r"
0Wt_S3ZEp_I,30000,40000,"/m/02rhddq,/m/07r04,/m/07yv9"
0X-VJBUONsU,340000,350000,"/m/01p970,/m/026t6,/m/0l14md"
0X6CXKUbX6g,30000,40000,"/m/07qdb04,/m/09ddx,/m/09x0r,/m/0jbk"
0XLRAeltins,550000,560000,/m/07n_g
0XRuJ6NW9yM,30000,40000,"/m/04rlf,/m/07qdb04"
0XVYUK5G_sw,21000,31000,"/m/07swgks,/m/09x0r"
0XXyOMw32z8,30000,40000,"/m/04rlf,/m/09x0r,/m/0fqfqc"
0XjfhlZVmO0,60000,70000,"/m/07s04w4,/m/09x0r"
0XnlJAdG5e8,30000,40000,"/m/07r04,/m/07yv9,/m/0gvgw0"
